"filename","test.release","line_number","prediction_result","Priority"
"src_org_jruby_NativeException.java","jruby-1.5.0",1,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",2,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",3,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",4,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",5,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",6,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",7,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",8,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",9,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",10,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",11,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",12,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",13,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",14,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",15,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",16,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",17,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",18,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",19,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",20,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",21,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",22,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",23,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",24,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",25,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",26,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",27,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",28,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",29,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",30,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",31,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",32,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",33,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",34,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",35,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",36,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",37,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",38,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",39,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",40,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",41,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",42,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",43,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",44,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",45,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",46,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",47,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",48,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",49,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",50,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",51,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",52,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",53,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",54,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",55,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",56,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",57,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",58,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",59,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",60,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",61,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",62,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",63,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",64,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",65,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",66,"True",3
"src_org_jruby_NativeException.java","jruby-1.5.0",67,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",68,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",69,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",70,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",71,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",72,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",73,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",74,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",75,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",76,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",77,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",78,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",79,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",80,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",81,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",82,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",83,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",84,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",85,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",86,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",87,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",88,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",89,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",90,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",91,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",92,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",93,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",94,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",95,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",96,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",97,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",98,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",99,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",100,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",101,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",102,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",103,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",104,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",105,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",106,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",107,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",108,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",109,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",110,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",111,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",112,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",113,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",114,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",115,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",116,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",117,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",118,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",119,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",120,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",121,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",122,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",123,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",124,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",125,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",126,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",127,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",128,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",129,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",130,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",131,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",132,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",133,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",134,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",135,"False",1
"src_org_jruby_NativeException.java","jruby-1.5.0",136,"False",1
