filename,test-release,line_number,EP_prediction_result
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,66,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,67,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,68,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,69,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,309,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,407,True
hbase-server_src_main_java_org_apache_hadoop_hbase_rest_RowResource.java,hbase-0.95.2,489,True
hbase-server_src_main_java_org_apache_hadoop_hbase_coprocessor_RegionCoprocessorEnvironment.java,hbase-0.95.2,33,True
hbase-server_src_main_java_org_apache_hadoop_hbase_coprocessor_RegionCoprocessorEnvironment.java,hbase-0.95.2,36,True
hbase-server_src_main_java_org_apache_hadoop_hbase_coprocessor_RegionCoprocessorEnvironment.java,hbase-0.95.2,39,True
hbase-server_src_main_java_org_apache_hadoop_hbase_coprocessor_BaseRowProcessorEndpoint.java,hbase-0.95.2,117,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,1296,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,3013,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,4185,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,1441,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,484,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,485,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,486,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,603,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,604,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,643,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,644,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,643,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,644,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,663,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,664,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,721,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,865,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,1292,True
hbase-server_src_main_java_org_apache_hadoop_hbase_regionserver_HRegionServer.java,hbase-0.95.2,1292,True
