filename,test-release,line_number,EP_prediction_result
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,249,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,125,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,66,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,70,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,74,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,116,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,120,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,125,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,136,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,144,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,145,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,154,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,184,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,221,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,235,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,247,True
activemq-kahadb-store_src_main_java_org_apache_activemq_store_kahadb_disk_index_BTreeNode.java,activemq-5.8.0,259,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,29,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,30,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,32,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,39,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,51,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,60,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,76,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,82,True
activemq-client_src_main_java_org_apache_activemq_filter_LogicExpression.java,activemq-5.8.0,84,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,161,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,168,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,178,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,180,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,240,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,247,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,254,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,261,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,270,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,303,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,304,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,305,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,306,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,315,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,320,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,321,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,323,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,321,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,320,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,340,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,343,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,366,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,373,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,380,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,458,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,465,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,471,True
activemq-client_src_main_java_org_apache_activemq_transport_tcp_TcpTransportServer.java,activemq-5.8.0,475,True
activemq-jdbc-store_src_main_java_org_apache_activemq_store_jdbc_JDBCMessageStore.java,activemq-5.8.0,43,True
activemq-jdbc-store_src_main_java_org_apache_activemq_store_jdbc_JDBCMessageStore.java,activemq-5.8.0,98,True
activemq-jdbc-store_src_main_java_org_apache_activemq_store_jdbc_JDBCMessageStore.java,activemq-5.8.0,154,True
activemq-jdbc-store_src_main_java_org_apache_activemq_store_jdbc_JDBCMessageStore.java,activemq-5.8.0,192,True
activemq-jdbc-store_src_main_java_org_apache_activemq_store_jdbc_JDBCMessageStore.java,activemq-5.8.0,211,True
