filename,test-release,line_number,EP_prediction_result
src_main_groovy_lang_Binding.java,groovy-1_6_BETA_2,50,True
src_main_groovy_lang_Binding.java,groovy-1_6_BETA_2,86,True
src_main_groovy_lang_Binding.java,groovy-1_6_BETA_2,99,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,65,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,68,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,70,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,71,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,72,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,75,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,78,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,80,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,81,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,85,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,169,True
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,174,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,64,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,99,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,100,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,116,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,117,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,124,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,156,True
src_main_groovy_servlet_ServletBinding.java,groovy-1_6_BETA_2,163,True
src_main_org_codehaus_groovy_transform_LazyASTTransformation.java,groovy-1_6_BETA_2,41,True
src_main_org_codehaus_groovy_transform_LazyASTTransformation.java,groovy-1_6_BETA_2,55,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,185,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,291,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,219,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,165,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,46,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,70,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,88,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,121,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,122,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,122,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,123,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,123,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,124,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,124,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,127,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,139,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,147,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,186,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,201,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,346,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,353,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,363,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,380,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,388,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,398,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,426,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,435,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,446,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,458,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,476,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,491,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,497,True
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,503,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,87,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,328,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,296,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,37,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,163,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,181,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,185,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,189,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,193,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,197,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,201,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,270,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,282,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,293,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,430,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,437,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,447,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,487,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,496,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,523,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,549,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,556,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,608,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,634,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,639,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,682,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,689,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,752,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,792,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,800,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,867,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,878,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,890,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,908,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,925,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,939,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1049,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1056,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1063,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1075,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1092,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1127,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1158,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1162,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1178,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1206,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1210,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1224,True
src_main_groovy_lang_ExpandoMetaClass.java,groovy-1_6_BETA_2,1228,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,53,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,69,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,70,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,126,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,128,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,128,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,131,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,131,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,131,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,134,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,138,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,140,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,156,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,158,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,158,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,161,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,161,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,161,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,164,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,168,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,170,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,208,True
src_main_groovy_util_GroovyTestCase.java,groovy-1_6_BETA_2,214,True
