filename,test-release,line_number,EP_prediction_result
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,142,True
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,151,True
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,286,True
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,303,True
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,310,True
components_camel-jms_src_main_java_org_apache_camel_component_jms_JmsEndpoint.java,camel-2.11.0,370,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,58,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,64,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,66,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,66,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,68,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,72,True
components_camel-ftp_src_main_java_org_apache_camel_component_file_remote_FtpUtils.java,camel-2.11.0,83,True
components_camel-irc_src_main_java_org_apache_camel_component_irc_IrcEndpoint.java,camel-2.11.0,51,True
components_camel-irc_src_main_java_org_apache_camel_component_irc_IrcEndpoint.java,camel-2.11.0,55,True
components_camel-irc_src_main_java_org_apache_camel_component_irc_IrcEndpoint.java,camel-2.11.0,115,True
components_camel-irc_src_main_java_org_apache_camel_component_irc_IrcEndpoint.java,camel-2.11.0,119,True
components_camel-irc_src_main_java_org_apache_camel_component_irc_IrcEndpoint.java,camel-2.11.0,123,True
camel-core_src_main_java_org_apache_camel_component_timer_TimerEndpoint.java,camel-2.11.0,56,True
camel-core_src_main_java_org_apache_camel_component_timer_TimerEndpoint.java,camel-2.11.0,60,True
camel-core_src_main_java_org_apache_camel_component_timer_TimerEndpoint.java,camel-2.11.0,77,True
camel-core_src_main_java_org_apache_camel_component_timer_TimerEndpoint.java,camel-2.11.0,153,True
camel-core_src_main_java_org_apache_camel_component_timer_TimerEndpoint.java,camel-2.11.0,175,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,71,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,75,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,84,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,94,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,98,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,163,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,168,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,269,True
components_camel-http4_src_main_java_org_apache_camel_component_http4_HttpEndpoint.java,camel-2.11.0,273,True
camel-core_src_main_java_org_apache_camel_component_seda_SedaEndpoint.java,camel-2.11.0,92,True
camel-core_src_main_java_org_apache_camel_component_seda_SedaEndpoint.java,camel-2.11.0,96,True
camel-core_src_main_java_org_apache_camel_component_seda_SedaEndpoint.java,camel-2.11.0,244,True
camel-core_src_main_java_org_apache_camel_component_seda_SedaEndpoint.java,camel-2.11.0,251,True
camel-core_src_main_java_org_apache_camel_component_seda_SedaEndpoint.java,camel-2.11.0,256,True
components_camel-ahc_src_main_java_org_apache_camel_component_ahc_helper_AhcHelper.java,camel-2.11.0,100,True
components_camel-ahc_src_main_java_org_apache_camel_component_ahc_helper_AhcHelper.java,camel-2.11.0,109,True
components_camel-jt400_src_main_java_org_apache_camel_component_jt400_Jt400DataQueueEndpoint.java,camel-2.11.0,199,True
components_camel-twitter_src_main_java_org_apache_camel_component_twitter_TwitterEndpointDirect.java,camel-2.11.0,51,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,121,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,143,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,147,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,158,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,174,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,190,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,204,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,208,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,216,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,220,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,260,True
camel-core_src_main_java_org_apache_camel_impl_DefaultEndpoint.java,camel-2.11.0,314,True
components_camel-hazelcast_src_main_java_org_apache_camel_component_hazelcast_multimap_HazelcastMultimapEndpoint.java,camel-2.11.0,32,True
components_camel-hazelcast_src_main_java_org_apache_camel_component_hazelcast_multimap_HazelcastMultimapEndpoint.java,camel-2.11.0,36,True
components_camel-cxf_src_main_java_org_apache_camel_component_cxf_jaxrs_CxfRsEndpoint.java,camel-2.11.0,123,True
components_camel-cxf_src_main_java_org_apache_camel_component_cxf_jaxrs_CxfRsEndpoint.java,camel-2.11.0,127,True
components_camel-cxf_src_main_java_org_apache_camel_component_cxf_jaxrs_CxfRsEndpoint.java,camel-2.11.0,131,True
