"filename","test.release","line_number","prediction_result","Priority"
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",1,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",2,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",3,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",4,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",5,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",6,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",7,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",8,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",9,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",10,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",11,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",12,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",13,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",14,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",15,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",16,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",17,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",18,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",19,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",20,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",21,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",22,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",23,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",24,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",25,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",26,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",27,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",28,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",29,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",30,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",31,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",32,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",33,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",34,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",35,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",36,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",37,"False",4
"contrib_analyzers_common_src_java_org_apache_lucene_analysis_ar_ArabicAnalyzer.java","lucene-3.0.0",38,"False",4
