filename,test-release,line_number,SAT_prediction_result,Priority
src_main_org_codehaus_groovy_runtime_ConversionHandler.java,groovy-1_6_BETA_2,106,True,1
src_main_org_codehaus_groovy_runtime_ConversionHandler.java,groovy-1_6_BETA_2,40,True,2
src_main_org_codehaus_groovy_classgen_AsmClassGenerator.java,groovy-1_6_BETA_2,394,True,2
src_main_org_codehaus_groovy_classgen_AsmClassGenerator.java,groovy-1_6_BETA_2,395,True,2
src_main_org_codehaus_groovy_classgen_AsmClassGenerator.java,groovy-1_6_BETA_2,394,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,3308,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,109,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,114,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,175,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,55,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,180,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,198,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,133,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,49,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,137,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,89,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,129,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,202,True,2
src_main_org_codehaus_groovy_ast_MethodNode.java,groovy-1_6_BETA_2,93,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,650,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,649,True,1
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,650,True,1
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,651,True,1
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,350,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,488,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,921,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,343,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,365,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,291,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,262,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,1222,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,293,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,355,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,331,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,905,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,481,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,717,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,913,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,1217,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,292,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,1185,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,492,True,2
src_main_org_codehaus_groovy_ast_ClassNode.java,groovy-1_6_BETA_2,1052,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,625,True,2
src_main_org_codehaus_groovy_classgen_EnumVisitor.java,groovy-1_6_BETA_2,37,True,2
src_main_org_codehaus_groovy_classgen_EnumVisitor.java,groovy-1_6_BETA_2,36,True,2
src_main_groovy_lang_Binding.java,groovy-1_6_BETA_2,36,True,2
src_main_groovy_lang_Binding.java,groovy-1_6_BETA_2,80,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,97,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,71,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,402,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,67,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,115,True,2
src_main_org_codehaus_groovy_classgen_Verifier.java,groovy-1_6_BETA_2,144,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,503,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,110,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,119,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,125,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,143,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,149,True,2
src_main_org_codehaus_groovy_runtime_MetaClassHelper.java,groovy-1_6_BETA_2,131,True,2
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,61,True,2
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,449,True,2
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,185,True,2
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,219,True,2
src_main_org_codehaus_groovy_classgen_VariableScopeVisitor.java,groovy-1_6_BETA_2,479,True,2
src_main_org_codehaus_groovy_control_StaticImportVisitor.java,groovy-1_6_BETA_2,47,True,2
src_main_org_codehaus_groovy_control_StaticImportVisitor.java,groovy-1_6_BETA_2,43,True,2
src_main_org_codehaus_groovy_control_StaticImportVisitor.java,groovy-1_6_BETA_2,48,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,1633,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,2629,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,2497,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,2897,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,83,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,145,True,2
src_main_groovy_lang_MetaClassImpl.java,groovy-1_6_BETA_2,2981,True,2
