filename,test-release,line_number,SAT_prediction_result,Priority
java_engine_org_apache_derby_iapi_util_DoubleProperties.java,derby-10.5.1.1,1,True,2
java_engine_org_apache_derby_iapi_util_DoubleProperties.java,derby-10.5.1.1,44,True,2
java_engine_org_apache_derby_iapi_util_DoubleProperties.java,derby-10.5.1.1,45,True,2
java_engine_org_apache_derby_impl_store_raw_data_BaseDataFileFactory.java,derby-10.5.1.1,2494,True,2
java_engine_org_apache_derby_impl_store_raw_data_BaseDataFileFactory.java,derby-10.5.1.1,2503,True,2
java_engine_org_apache_derby_impl_sql_execute_BasicSortObserver.java,derby-10.5.1.1,70,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,856,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,872,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,154,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,155,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,156,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,157,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,158,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,159,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,160,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,161,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,162,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,163,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,164,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,165,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,166,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,167,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,168,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,169,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,170,True,2
java_engine_org_apache_derby_catalog_types_BaseTypeIdImpl.java,derby-10.5.1.1,171,True,2
java_engine_org_apache_derby_impl_store_replication_net_ReplicationMessageTransmit.java,derby-10.5.1.1,220,True,2
java_engine_org_apache_derby_impl_services_locks_ActiveLock.java,derby-10.5.1.1,115,True,2
java_engine_org_apache_derby_impl_services_jce_JCECipherFactory.java,derby-10.5.1.1,907,True,2
java_engine_org_apache_derby_impl_services_jce_JCECipherFactory.java,derby-10.5.1.1,795,True,2
java_engine_org_apache_derby_impl_store_raw_data_DropOnCommit.java,derby-10.5.1.1,82,True,2
java_engine_org_apache_derby_iapi_services_io_DynamicByteArrayOutputStream.java,derby-10.5.1.1,137,True,2
java_engine_org_apache_derby_iapi_services_io_DynamicByteArrayOutputStream.java,derby-10.5.1.1,58,True,2
java_engine_org_apache_derby_impl_sql_execute_BasicNoPutResultSetImpl.java,derby-10.5.1.1,125,True,2
java_engine_org_apache_derby_impl_sql_execute_BasicNoPutResultSetImpl.java,derby-10.5.1.1,665,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,243,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,445,True,1
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,790,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,1069,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,1064,True,2
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,203,True,1
java_tools_org_apache_derby_impl_tools_ij_Main.java,derby-10.5.1.1,503,True,1
java_engine_org_apache_derby_iapi_jdbc_BrokeredStatement.java,derby-10.5.1.1,488,True,2
java_engine_org_apache_derby_iapi_jdbc_BrokeredStatement.java,derby-10.5.1.1,69,True,2
java_client_org_apache_derby_client_am_Lob.java,derby-10.5.1.1,95,True,2
java_client_org_apache_derby_client_am_Lob.java,derby-10.5.1.1,96,True,2
java_client_org_apache_derby_client_am_Lob.java,derby-10.5.1.1,173,True,2
java_engine_org_apache_derby_impl_store_raw_data_BasePage.java,derby-10.5.1.1,863,True,2
java_engine_org_apache_derby_impl_store_raw_data_BasePage.java,derby-10.5.1.1,2755,True,2
java_engine_org_apache_derby_impl_store_raw_data_BasePage.java,derby-10.5.1.1,2763,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1273,True,1
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1274,True,1
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1275,True,1
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1276,True,1
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1277,True,1
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,499,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,438,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1001,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,1464,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,490,True,2
java_engine_org_apache_derby_iapi_types_DataTypeDescriptor.java,derby-10.5.1.1,469,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,825,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,584,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,203,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,236,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,1016,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,956,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,1006,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,909,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,612,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,966,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,594,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,839,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_TableDescriptor.java,derby-10.5.1.1,339,True,2
java_engine_org_apache_derby_impl_sql_execute_TableScanResultSet.java,derby-10.5.1.1,1332,True,2
java_engine_org_apache_derby_impl_sql_execute_TableScanResultSet.java,derby-10.5.1.1,783,True,2
java_engine_org_apache_derby_impl_sql_execute_TableScanResultSet.java,derby-10.5.1.1,784,True,2
java_engine_org_apache_derby_impl_sql_execute_TableScanResultSet.java,derby-10.5.1.1,1354,True,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,derby-10.5.1.1,114,True,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,derby-10.5.1.1,81,True,2
java_engine_org_apache_derby_impl_sql_compile_ResultColumnList.java,derby-10.5.1.1,2831,True,2
java_engine_org_apache_derby_impl_sql_compile_ResultColumnList.java,derby-10.5.1.1,2953,True,2
java_engine_org_apache_derby_impl_sql_compile_ResultColumnList.java,derby-10.5.1.1,2272,True,2
java_engine_org_apache_derby_impl_sql_compile_ResultColumnList.java,derby-10.5.1.1,4016,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,221,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,309,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,334,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,203,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,325,True,2
java_engine_org_apache_derby_iapi_sql_dictionary_ConstraintDescriptor.java,derby-10.5.1.1,453,True,1
java_engine_org_apache_derby_impl_sql_execute_InternalTriggerExecutionContext.java,derby-10.5.1.1,271,True,2
java_engine_org_apache_derby_impl_sql_execute_InternalTriggerExecutionContext.java,derby-10.5.1.1,164,True,2
java_engine_org_apache_derby_impl_sql_execute_InternalTriggerExecutionContext.java,derby-10.5.1.1,156,True,2
