filename,line,severity,priority
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,166,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,135,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,110,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,37,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,45,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,98,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,125,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,149,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,174,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,65,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,30,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,27,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,124,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,216,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,53,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,161,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,199,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,198,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,220,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,193,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,123,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,186,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,218,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,235,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,97,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,194,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,224,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,115,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,140,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,247,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,96,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,33,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,152,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,204,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,236,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,205,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,52,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,55,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,58,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,79,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,217,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,102,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,215,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,36,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,223,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,231,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,196,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,246,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,177,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,103,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,120,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,1,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,137,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,67,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,72,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,150,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,112,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,170,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,169,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,51,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,75,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,34,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,114,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,134,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,113,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,195,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,93,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,100,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,213,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,69,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,165,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,249,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,179,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,175,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,212,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,240,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,221,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,38,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,162,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,167,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,31,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,153,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,155,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,64,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,66,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,203,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,176,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,59,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,122,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,241,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,94,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,239,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,219,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,164,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,70,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,171,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,154,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,139,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,200,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,95,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,243,error,1
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,81,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,248,warning,2
java_engine_org_apache_derby_impl_sql_GenericColumnDescriptor.java,54,warning,2
