"filename","test","line_number","prediction_result","Priority"
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",1,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",2,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",3,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",4,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",5,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",6,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",7,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",8,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",9,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",10,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",11,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",12,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",13,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",14,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",15,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",16,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",17,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",18,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",19,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",20,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",21,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",22,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",23,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",24,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",25,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",26,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",27,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",28,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",29,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",30,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",31,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",32,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",33,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",34,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",35,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",36,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",37,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",38,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",39,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",40,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",41,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",42,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",43,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",44,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",45,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",46,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",47,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",48,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",49,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",50,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",51,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",52,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",53,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",54,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",55,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",56,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",57,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",58,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",59,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",60,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",61,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",62,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",63,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",64,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",65,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",66,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",67,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",68,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",69,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",70,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",71,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",72,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",73,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",74,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",75,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",76,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",77,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",78,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",79,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",80,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",81,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",82,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",83,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",84,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",85,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",86,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",87,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",88,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",89,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",90,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",91,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",92,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",93,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",94,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",95,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",96,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",97,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",98,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",99,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",100,"True",2
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",101,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",102,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",103,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",104,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",105,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",106,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",107,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",108,"True",4
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",109,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",110,"False",6
"beeline_src_java_org_apache_hive_beeline_BeeLine.java","hive-0.12.0",111,"False",6
