"filename","test","line_number","prediction_result","Priority"
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",1,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",2,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",3,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",4,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",5,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",6,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",7,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",8,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",9,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",10,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",11,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",12,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",13,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",14,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",15,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",16,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",17,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",18,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",19,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",20,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",21,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",22,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",23,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",24,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",25,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",26,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",27,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",28,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",29,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",30,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",31,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",32,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",33,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",34,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",35,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",36,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",37,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",38,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",39,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",40,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",41,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",42,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",43,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",44,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",45,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",46,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",47,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",48,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",49,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",50,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",51,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",52,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",53,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",54,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",55,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",56,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",57,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",58,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",59,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",60,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",61,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",62,"False",6
"wicket-core_src_main_java_org_apache_wicket_Component.java","wicket-1.5.3",63,"False",6
